94.16	96.22	95.01	96.10	96.52	97.02	87.09	85.75
3.59	3.27	15.91	17.24	10.41	10.00	10.19	10.03
90.51	91.79	78.59	95.66	94.48	94.76	81.95	82.58
89.93	92.50	92.64	93.89	92.55	91.15	81.29	79.34
86.08	89.93	90.63	94.47	91.28	90.35	79.04	76.03
92.75	94.61	93.72	94.60	95.89	96.10	84.98	83.70
94.16	96.22	95.01	96.10	96.52	97.02	87.09	85.75
93.20	95.64	93.65	96.37	95.83	96.91	87.02	86.86

